Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
1861,23,82.35,74.25,97.01,4.9,1
1862,23,74.71,85.28,95.25,5.4,1
1863,20,84.94,95.72,83.37,3.7,1
1864,23,73.24,97.58,76.92,7.3,1
1865,21,61.99,81.64,82.34,2.6,1
1866,19,86.36,74.32,80.09,6.0,1
1867,19,92.36,84.96,67.58,7.4,1
1868,22,70.55,62.18,84.3,6.0,1
1869,22,74.97,79.79,72.46,4.6,1
1870,19,70.64,74.99,71.34,3.9,1
1871,24,81.43,81.58,82.2,7.1,1
1872,22,81.04,78.93,70.41,2.2,1
1873,20,81.37,54.81,75.93,3.1,1
1874,23,77.41,92.22,77.74,4.2,1
1875,19,82.04,93.32,69.99,7.5,1
1876,25,68.9,76.55,93.76,5.8,1
1877,22,88.5,67.52,68.33,3.1,1
1878,19,84.12,78.97,71.18,4.4,1
1879,21,69.33,89.65,74.97,3.8,1
1880,18,83.0,72.02,76.33,3.6,1
1881,23,85.3,82.73,95.67,7.0,1
1882,19,69.03,67.12,76.76,2.3,1
1883,18,93.95,100.0,90.93,8.2,1
1884,22,77.69,75.67,85.6,6.7,1
1885,18,83.16,81.25,86.25,7.2,1
1886,23,78.51,89.86,80.68,4.1,1
1887,19,74.11,75.86,63.94,4.7,1
1888,21,77.99,79.94,72.2,2.1,1
1889,24,95.69,61.06,87.3,4.0,1
1890,22,75.46,75.54,100.0,6.0,1
1891,19,71.15,100.0,75.57,7.6,1
1892,23,53.38,60.28,78.98,2.8,1
1893,22,76.4,71.08,74.03,4.3,1
1894,20,72.47,77.18,95.78,4.7,1
1895,18,73.68,54.73,63.57,2.2,1
1896,24,84.93,73.63,87.4,6.2,1
1897,23,59.77,72.15,65.94,3.6,1
1898,20,60.65,74.36,76.65,4.6,1
1899,25,80.26,87.66,77.93,4.1,1
1900,19,76.55,88.7,85.36,3.4,1
1901,21,75.74,64.73,71.38,5.0,1
1902,22,62.23,75.14,84.51,4.6,1
1903,18,82.61,80.99,78.75,4.3,1
1904,22,88.22,88.7,79.18,3.5,1
1905,24,84.58,85.42,88.87,5.6,1
1906,19,81.43,88.39,76.34,8.3,1
1907,22,81.35,83.9,87.08,5.3,1
1908,18,72.34,89.09,79.45,7.0,1
1909,19,82.18,55.47,83.17,2.2,1
1910,22,81.72,78.21,83.28,5.3,1
1911,21,55.72,85.91,73.92,2.8,1
1912,23,67.99,63.51,69.28,2.0,1
1913,19,80.13,72.05,83.59,3.5,1
1914,23,83.87,79.29,94.89,7.4,1
1915,25,82.94,52.93,79.54,6.9,1
1916,19,69.26,76.75,71.94,5.5,1
1917,21,76.37,69.32,79.35,1.9,1
1918,23,72.32,67.65,67.61,4.6,1
1919,20,60.24,62.94,70.76,5.6,1
1920,18,77.49,65.63,72.3,5.4,1
1921,20,78.71,73.07,69.28,1.3,1
1922,22,70.73,93.27,65.71,3.2,1
1923,21,97.08,91.29,64.29,4.9,1
1924,20,87.59,62.17,73.12,6.1,1
1925,19,70.19,72.06,76.34,0.6,1
1926,22,77.82,66.14,69.23,4.7,1
1927,22,80.22,68.91,77.88,5.3,1
1928,20,82.47,74.56,98.97,6.7,1
1929,25,81.18,87.67,82.41,6.4,1
1930,20,88.91,90.11,85.14,6.2,1
1931,25,65.84,69.02,69.23,3.4,1
1932,21,57.84,62.63,89.71,1.2,1
1933,18,66.37,78.17,74.07,4.2,1
1934,20,100.0,87.82,82.18,7.0,1
1935,24,93.7,97.51,96.14,7.8,1
1936,25,87.24,63.79,81.35,6.4,1
1937,20,72.12,77.94,82.18,5.9,1
1938,23,88.63,64.58,79.35,5.8,1
1939,19,75.53,71.09,75.6,3.9,1
1940,24,81.24,71.39,82.36,4.7,1
1941,24,80.13,84.34,91.02,8.3,1
1942,25,75.9,59.7,71.05,3.1,1
1943,23,85.36,66.75,80.27,8.2,1
1944,23,70.54,48.07,73.93,4.4,1
1945,22,95.44,81.53,74.19,7.7,1
1946,25,56.22,61.43,61.68,2.2,1
1947,18,89.25,70.49,84.78,6.2,1
1948,19,82.34,86.37,84.51,3.5,1
1949,21,62.8,56.29,81.37,2.2,1
1950,24,73.0,93.2,61.74,5.4,1
1951,21,83.77,100.0,82.04,7.0,1
1952,20,77.72,46.49,67.78,3.3,1
1953,20,69.47,67.11,75.15,2.0,1
1954,21,83.74,69.6,76.26,4.8,1
1955,20,97.03,39.46,84.34,4.8,1
1956,18,78.22,60.96,82.05,6.1,1
1957,23,68.55,90.0,68.63,6.9,1
1958,20,87.96,98.93,72.06,4.9,1
1959,22,100.0,96.93,87.45,8.7,1
1960,20,85.13,80.08,81.52,5.4,1
1961,19,67.02,72.64,67.35,4.3,1
1962,18,69.16,85.59,61.31,1.8,1
1963,19,67.31,99.28,79.45,4.5,1
1964,19,84.33,65.86,67.37,4.3,1
1965,22,72.19,56.7,70.45,6.9,1
1966,18,79.7,52.52,78.24,5.9,1
1967,18,62.76,83.66,71.29,2.6,1
1968,25,82.17,75.34,73.57,5.3,1
1969,18,80.24,81.1,76.97,6.3,1
1970,18,91.07,62.81,86.31,8.1,1
1971,18,85.62,71.36,77.84,6.8,1
1972,22,74.63,75.95,83.57,6.5,1
1973,20,86.57,77.79,77.16,5.1,1
1974,25,81.91,72.62,82.94,5.8,1
1975,19,77.61,70.05,92.03,7.5,1
1976,18,94.31,57.49,81.31,2.3,1
1977,24,82.66,87.4,88.91,4.3,1
1978,20,73.97,73.44,83.71,3.5,1
1979,20,96.55,84.75,83.51,5.8,1
1980,19,100.0,71.71,81.53,7.5,1
1981,22,74.95,35.95,74.5,3.8,1
1982,21,69.07,54.32,63.38,0.2,1
1983,21,67.72,62.2,78.44,4.2,1
1984,20,83.93,84.59,89.18,6.8,1
1985,23,81.31,100.0,76.39,6.1,1
1986,23,84.55,86.04,81.5,5.9,1
1987,19,81.53,100.0,73.38,4.4,1
1988,21,77.8,74.03,76.47,2.4,1
1989,20,85.38,70.44,77.6,6.0,1
1990,22,62.79,74.07,70.68,3.3,1
1991,21,83.82,100.0,83.36,9.4,1
1992,20,77.84,100.0,86.23,6.1,1
1993,20,73.58,64.5,76.83,3.8,1
1994,18,86.91,74.44,74.17,3.8,1
1995,22,67.77,57.25,81.69,4.8,1
1996,18,74.93,83.4,75.68,4.5,1
1997,19,96.13,100.0,93.41,7.2,1
1998,18,78.2,76.68,73.01,5.4,1
1999,24,80.1,62.49,75.5,3.5,1
2000,18,90.0,90.72,76.36,8.8,1
2001,24,82.87,80.31,77.43,5.1,1
2002,21,82.22,80.47,69.56,6.5,1
2003,23,83.07,73.54,83.57,3.8,1
2004,25,66.65,75.01,87.53,5.7,1
2005,25,78.17,88.75,87.47,5.6,1
2006,20,71.57,72.43,72.63,1.2,1
2007,25,97.34,75.2,80.96,9.0,1
2008,24,100.0,70.67,78.8,7.6,1
2009,22,73.69,69.55,90.64,4.2,1
2010,18,88.19,77.24,87.09,2.8,1
2011,24,75.51,78.88,82.38,5.7,1
2012,22,93.89,67.88,76.27,5.2,1
2013,23,90.27,80.24,92.35,5.7,1
2014,25,72.07,72.23,75.24,5.4,1
2015,23,86.07,88.57,83.83,6.0,1
2016,25,88.19,87.7,96.62,7.9,1
2017,18,89.56,74.52,75.51,6.1,1
2018,19,71.47,71.48,82.43,2.9,1
2019,18,85.03,98.88,89.56,7.7,1
2020,21,100.0,78.06,86.28,8.3,1
2021,24,97.91,98.73,84.65,11.3,1
2022,20,81.66,67.55,69.8,2.8,1
2023,19,79.25,81.62,83.32,5.5,1
2024,18,84.07,54.55,60.21,0.8,1
2025,22,76.52,79.62,83.25,6.1,1
2026,19,70.56,84.99,82.13,3.9,1
2027,24,100.0,75.16,95.48,8.8,1
2028,25,71.05,54.55,65.81,3.5,1
2029,19,85.81,49.3,83.73,1.6,1
2030,25,86.22,58.25,91.76,4.1,1
2031,24,66.45,70.14,75.28,1.0,1
2032,18,66.37,62.63,74.7,6.5,1
2033,24,67.51,59.13,69.18,0.9,1
2034,19,81.32,82.72,79.82,5.1,1
2035,22,79.07,67.4,73.76,0.8,1
2036,23,94.08,68.57,78.98,4.4,1
2037,19,83.05,87.19,88.85,8.3,1
2038,24,90.11,78.39,80.67,5.7,1
2039,23,82.55,67.21,78.72,3.3,1
2040,24,90.43,72.17,76.12,4.9,1
2041,22,84.99,100.0,77.29,5.0,1
2042,24,63.28,87.41,77.19,5.9,1
2043,18,70.35,96.67,89.94,2.3,1
2044,20,72.04,72.64,94.11,6.2,1
2045,25,62.97,58.98,74.44,0.0,1
2046,25,85.9,55.11,88.0,3.7,1
2047,19,80.05,62.29,84.39,4.0,1
2048,20,95.38,100.0,84.05,6.3,1
2049,24,83.42,68.74,67.96,5.0,1
2050,22,58.62,89.63,72.3,2.2,1
2051,19,48.79,54.08,73.32,3.0,1
2052,24,82.69,63.56,71.74,5.4,1
2053,23,77.26,70.31,67.71,4.8,1
2054,21,66.63,70.64,81.54,3.8,1
2055,24,59.99,83.08,80.6,4.0,1
2056,20,76.85,84.61,73.46,6.4,1
2057,19,75.06,67.0,72.03,4.0,1
2058,20,86.06,72.8,88.89,4.8,1
2059,19,94.79,84.07,81.58,9.3,1
2060,24,87.68,55.62,75.77,2.2,1
2061,18,58.54,53.24,71.08,1.3,1
2062,23,93.61,92.13,87.25,6.6,1
2063,24,76.27,48.86,70.35,3.6,1
2064,25,85.15,92.61,79.52,4.4,1
2065,20,70.83,66.08,78.15,3.4,1
2066,21,89.22,64.23,80.84,4.5,1
2067,21,92.55,93.48,87.03,8.2,1
2068,22,78.01,97.62,85.96,6.6,1
2069,19,84.98,93.51,100.0,6.7,1
2070,20,69.2,72.62,94.89,2.2,1
2071,22,77.99,81.14,70.29,2.7,1
2072,20,53.2,39.4,51.45,0.0,0
2073,25,74.91,63.94,81.56,3.4,1
2074,19,89.65,69.77,85.29,6.9,1
2075,24,83.33,92.7,90.49,6.0,1
2076,24,92.27,69.2,81.48,4.6,1
2077,21,87.74,85.14,80.47,5.0,1
2078,24,75.73,77.23,86.23,3.6,1
2079,24,83.37,65.85,90.95,5.4,1
2080,25,87.46,72.46,71.91,6.5,1
2081,18,74.43,80.93,67.07,1.8,1
2082,21,63.54,67.49,80.36,5.6,1
2083,22,82.68,82.2,84.59,6.9,1
2084,23,62.76,63.21,76.59,4.2,1
2085,18,96.98,75.43,86.27,6.4,1
2086,22,96.19,91.25,99.17,10.6,1
2087,19,77.47,65.01,93.38,4.8,1
2088,18,91.37,65.87,86.23,5.8,1
2089,25,79.72,73.94,70.18,3.5,1
2090,22,69.91,66.06,79.62,5.4,1
2091,19,81.99,67.97,81.2,5.9,1
2092,21,77.85,64.93,84.92,5.4,1
2093,23,56.55,68.07,79.11,3.0,1
2094,19,74.3,87.52,97.2,5.4,1
2095,24,86.86,100.0,82.11,7.9,1
2096,20,81.55,68.99,84.88,5.9,1
2097,19,70.88,100.0,100.0,6.9,1
2098,19,90.02,61.44,74.32,4.5,1
2099,23,83.48,92.5,84.16,6.5,1
2100,20,82.18,68.14,73.64,5.6,1
2101,24,78.31,58.85,76.86,3.1,1
2102,22,73.92,67.86,74.96,5.6,1
2103,22,78.56,68.37,84.37,3.0,1
2104,19,72.43,78.06,78.58,3.7,1
2105,25,72.23,84.24,73.32,5.4,1
2106,25,87.53,65.47,87.92,5.6,1
2107,20,87.72,55.92,76.64,2.6,1
2108,20,93.55,70.3,91.82,7.1,1
2109,24,92.53,76.96,73.02,6.1,1
2110,23,70.59,68.28,80.15,3.6,1
2111,21,54.72,54.3,79.99,1.9,1
2112,22,94.0,77.34,76.01,4.7,1
2113,23,97.85,99.45,68.13,4.1,1
2114,18,96.03,69.54,80.07,5.2,1
2115,22,74.54,67.7,88.42,4.3,1
2116,23,56.45,69.72,81.01,1.0,1
2117,22,66.94,65.89,74.97,4.2,1
2118,21,61.36,81.23,68.54,4.4,1
2119,18,82.83,70.28,79.15,6.3,1
2120,25,91.86,92.79,73.45,3.6,1
2121,25,88.78,89.34,90.37,8.4,1
2122,21,71.62,56.16,71.56,1.2,1
2123,24,100.0,75.74,79.17,7.6,1
2124,18,74.76,67.63,88.03,4.6,1
2125,19,100.0,96.57,84.52,6.7,1
2126,23,100.0,60.37,83.88,5.2,1
2127,18,85.59,73.88,70.8,7.3,1
2128,24,71.82,65.86,59.01,4.2,1
2129,24,80.37,68.21,64.1,2.8,1
2130,21,84.92,80.15,81.76,7.8,1
2131,22,67.83,56.51,84.21,4.8,1
2132,18,94.01,71.4,62.06,5.4,1
2133,23,99.66,81.31,97.74,7.5,1
2134,18,75.26,61.16,77.16,2.9,1
2135,20,70.97,86.84,93.28,6.2,1
2136,22,64.1,82.43,70.51,3.8,1
2137,23,80.17,73.16,83.43,4.7,1
2138,25,75.3,78.07,80.88,5.1,1
2139,23,67.59,40.07,80.54,2.0,1
2140,19,85.42,65.15,74.93,3.4,1
2141,21,95.43,95.16,89.19,7.7,1
2142,19,99.18,75.32,92.42,6.8,1
2143,23,69.79,65.85,74.59,4.9,1
2144,22,78.07,100.0,82.94,5.5,1
2145,18,85.79,95.03,63.7,4.4,1
2146,25,92.58,88.71,91.02,7.7,1
2147,18,94.12,87.47,94.84,4.6,1
2148,22,85.71,49.79,71.04,5.5,1
2149,23,100.0,72.45,83.87,7.3,1
2150,24,80.6,64.56,83.84,3.4,1
2151,18,99.92,81.47,86.45,8.1,1
2152,24,67.46,59.82,75.12,1.9,1
2153,18,90.04,54.3,83.47,8.3,1
2154,18,87.01,77.53,75.17,4.3,1
2155,25,94.63,80.02,78.31,4.5,1
2156,21,75.89,82.82,72.73,1.2,1
2157,21,76.47,62.84,68.75,4.1,1
2158,20,87.47,58.26,75.27,2.9,1
2159,19,54.48,39.24,90.15,3.8,1
2160,22,64.88,70.58,76.05,4.7,1
2161,22,92.52,91.51,73.9,6.9,1
2162,22,81.34,68.86,79.59,5.4,1
2163,20,87.86,100.0,75.48,5.6,1
2164,21,74.04,65.32,64.89,2.8,1
2165,23,80.31,71.36,77.51,3.2,1
2166,24,82.66,69.44,81.52,8.6,1
2167,25,81.2,73.95,72.0,3.5,1
2168,24,99.84,61.15,87.83,8.3,1
2169,23,90.71,81.82,66.73,4.5,1
2170,25,100.0,83.69,66.07,5.0,1
2171,20,88.74,97.61,89.57,7.1,1
2172,23,90.24,70.26,69.55,7.5,1
2173,22,64.17,76.33,71.79,4.8,1
2174,19,72.29,79.37,64.0,4.2,1
2175,18,77.77,80.01,75.91,4.9,1
2176,24,92.6,66.72,84.82,5.7,1
2177,21,79.29,51.7,84.5,6.8,1
2178,21,87.96,79.16,99.13,5.0,1
2179,20,83.58,76.77,91.1,6.2,1
2180,25,88.13,78.1,79.15,8.3,1
2181,21,84.89,86.57,72.02,5.8,1
2182,22,77.89,76.26,100.0,5.6,1
2183,24,66.71,50.17,82.5,2.0,1
2184,23,47.95,36.82,74.71,0.0,1
2185,22,79.92,63.85,82.2,5.8,1
2186,20,74.6,100.0,81.79,4.8,1
2187,22,71.84,80.67,66.14,4.0,1
2188,23,85.67,78.76,82.26,5.5,1
2189,19,86.29,72.52,80.37,4.9,1
2190,20,89.22,78.93,77.37,7.3,1
2191,19,90.55,89.61,76.09,5.2,1
2192,18,81.26,64.61,89.12,3.5,1
2193,19,83.05,87.92,83.0,7.0,1
2194,18,74.17,69.62,95.77,4.6,1
2195,18,86.43,100.0,68.27,6.1,1
2196,19,82.74,80.91,73.82,4.0,1
2197,20,90.08,86.05,65.02,3.7,1
2198,25,92.51,68.59,70.72,5.2,1
2199,23,74.59,87.7,73.37,5.0,1
2200,22,81.98,74.25,84.52,6.0,1
2201,22,85.21,74.82,81.13,4.5,1
2202,23,79.58,83.52,67.17,1.3,1
2203,24,86.69,59.79,60.38,4.1,1
2204,24,84.16,82.24,95.02,6.6,1
2205,18,65.66,78.46,76.51,4.4,1
2206,18,68.51,79.74,70.07,4.5,1
2207,20,88.73,75.59,86.2,7.0,1
2208,21,79.22,95.84,78.84,3.6,1
2209,19,59.71,50.16,71.22,1.9,1
2210,18,79.55,91.61,80.59,4.7,1
2211,22,83.31,86.58,68.76,4.0,1
2212,20,62.79,92.11,82.28,3.1,1
2213,19,89.85,54.74,71.23,4.6,1
2214,20,79.22,67.57,77.16,6.0,1
2215,19,92.58,92.9,85.19,5.0,1
2216,19,76.47,54.28,90.83,5.6,1
2217,23,80.53,66.52,99.89,8.6,1
2218,18,73.32,67.04,87.05,4.3,1
2219,25,80.85,79.1,78.61,5.6,1
2220,20,73.12,91.11,65.67,4.0,1
2221,25,72.74,67.68,87.84,3.3,1
2222,20,79.74,64.1,88.57,3.8,1
2223,23,75.29,75.74,72.62,4.0,1
2224,22,81.44,82.74,88.77,5.7,1
2225,25,77.01,94.39,86.74,9.7,1
2226,22,79.72,68.66,89.21,3.6,1
2227,24,76.71,49.14,74.28,4.2,1
2228,18,95.8,63.69,95.63,4.9,1
2229,18,73.0,94.44,87.89,5.8,1
2230,21,63.42,78.74,95.38,5.5,1
2231,23,93.98,78.93,81.49,7.6,1
2232,22,68.77,73.72,73.44,0.1,1
2233,19,55.52,47.04,62.65,0.2,1
2234,20,61.7,69.3,84.75,4.0,1
2235,18,100.0,83.25,91.59,7.2,1
2236,25,84.84,60.4,92.98,1.9,1
2237,20,40.13,61.21,73.86,0.0,1
2238,20,78.72,76.05,87.99,6.1,1
2239,21,98.14,59.71,77.23,5.5,1
2240,22,68.64,70.58,79.93,2.8,1
2241,18,69.09,53.06,72.96,3.0,1
2242,20,71.47,71.29,77.13,3.1,1
2243,18,69.39,92.09,81.8,5.2,1
2244,19,59.05,67.73,74.58,3.7,1
2245,21,93.53,63.94,82.5,6.0,1
2246,19,46.57,58.48,67.0,0.0,1
2247,18,77.37,59.92,73.56,3.3,1
2248,24,81.97,75.23,84.01,2.7,1
2249,25,63.99,71.72,80.4,4.5,1
2250,18,67.46,92.22,80.58,3.9,1
2251,22,96.93,93.76,71.54,6.6,1
2252,20,74.23,62.06,75.99,1.3,1
2253,20,74.13,83.89,84.44,5.1,1
2254,19,95.32,73.58,79.01,6.1,1
2255,25,100.0,86.51,100.0,8.7,1
2256,21,79.69,67.66,59.69,4.0,1
2257,24,72.8,86.0,87.47,5.6,1
2258,23,65.07,81.4,78.5,1.4,1
2259,25,68.46,70.18,74.73,0.2,1
2260,20,83.21,91.16,84.81,6.7,1
2261,22,89.39,86.08,84.41,5.0,1
2262,25,71.9,88.82,91.75,7.4,1
2263,19,56.96,53.23,68.79,2.3,1
2264,19,84.81,98.41,84.39,6.0,1
2265,23,86.18,100.0,85.93,8.7,1
2266,22,76.13,74.59,72.85,5.8,1
2267,21,64.12,72.35,86.94,5.6,1
2268,25,80.2,82.35,75.49,5.0,1
2269,22,70.17,72.31,61.82,1.9,1
2270,21,94.63,80.68,81.09,7.7,1
2271,22,77.09,56.4,71.21,3.8,1
2272,22,81.67,81.67,90.23,6.0,1
2273,18,82.47,72.32,75.03,1.9,1
2274,19,59.68,76.51,86.26,2.6,1
2275,25,94.06,87.89,80.47,7.9,1
2276,22,61.19,69.65,85.59,4.3,1
2277,25,80.32,95.63,100.0,7.9,1
2278,23,67.27,75.19,82.45,4.8,1
2279,22,76.72,58.32,79.49,1.3,1
2280,20,84.75,78.23,89.15,6.8,1
2281,19,76.26,50.45,66.22,3.8,1
2282,20,73.13,77.01,87.49,6.4,1
2283,25,77.3,83.56,82.65,5.1,1
2284,25,63.07,69.78,71.72,1.9,1
2285,19,84.73,94.15,73.53,5.3,1
2286,25,83.29,85.04,94.35,9.4,1
2287,20,96.3,83.85,74.22,6.0,1
2288,22,62.94,84.21,96.87,4.9,1
2289,22,78.53,100.0,85.31,7.2,1
2290,18,97.97,77.94,71.01,5.4,1
2291,23,76.85,63.67,76.69,5.4,1
2292,25,60.25,78.58,73.37,2.8,1
2293,20,83.69,98.89,100.0,5.5,1
2294,25,81.55,77.43,77.12,7.1,1
2295,25,66.54,79.99,75.67,3.3,1
2296,21,77.44,98.14,81.3,7.8,1
2297,18,100.0,86.6,83.59,4.8,1
2298,20,72.08,71.11,72.22,3.2,1
2299,20,66.74,72.62,74.89,7.0,1
2300,25,93.14,72.22,77.24,4.4,1
2301,18,90.61,85.0,80.6,6.5,1
2302,22,70.54,84.1,74.06,4.4,1
2303,20,70.37,78.71,75.49,4.9,1
2304,22,89.73,73.44,91.48,6.0,1
2305,18,79.33,83.46,78.64,5.6,1
2306,22,48.74,73.32,62.93,1.0,1
2307,19,91.27,72.96,71.9,2.8,1
2308,21,81.36,70.67,84.23,6.9,1
2309,24,94.06,71.92,68.71,4.7,1
2310,20,89.78,83.37,91.01,4.0,1
2311,23,61.89,50.3,81.54,2.3,1
2312,21,83.73,43.28,87.04,2.8,1
2313,24,61.49,81.1,75.14,1.0,1
2314,22,60.73,80.54,62.85,4.8,1
2315,20,72.15,78.68,89.88,3.8,1
2316,22,78.28,56.38,69.29,3.1,1
2317,19,75.07,83.55,73.54,4.9,1
2318,18,79.03,80.4,82.65,5.7,1
2319,20,100.0,68.59,99.43,9.2,1
2320,24,72.06,83.09,82.43,2.0,1
2321,24,78.47,83.8,91.85,7.3,1
2322,19,92.72,75.95,81.31,6.9,1
2323,19,77.18,65.66,74.18,3.4,1
2324,25,55.98,52.02,83.57,5.4,1
2325,20,81.58,79.42,77.16,4.1,1
2326,22,85.12,79.34,87.91,5.4,1
2327,23,89.2,81.67,92.64,8.0,1
2328,24,92.52,93.94,87.13,6.2,1
2329,24,76.28,61.39,61.79,6.0,1
2330,19,80.66,65.14,79.22,4.1,1
2331,21,55.33,55.8,73.13,2.0,1
2332,19,82.87,70.45,80.54,4.6,1
2333,23,100.0,83.01,78.77,7.4,1
2334,22,60.75,70.86,63.2,1.9,1
2335,22,66.1,64.54,79.51,2.9,1
2336,21,73.8,65.37,77.75,5.3,1
2337,24,75.3,89.23,80.6,3.0,1
2338,19,64.57,99.14,71.43,3.4,1
2339,25,81.81,74.32,89.73,4.2,1
2340,22,80.37,57.82,82.61,2.3,1
2341,23,79.64,87.01,78.57,3.1,1
2342,20,66.52,61.84,81.09,6.4,1
2343,18,82.15,63.18,81.62,2.4,1
2344,18,79.77,57.05,76.74,1.8,1
2345,18,84.4,57.19,79.31,3.7,1
2346,25,88.23,76.14,91.34,6.5,1
2347,24,81.0,63.43,90.61,4.6,1
2348,19,87.62,72.45,68.18,4.1,1
2349,21,99.54,75.63,71.8,5.1,1
2350,25,59.97,57.04,66.76,1.5,1
2351,25,93.78,73.55,69.98,6.0,1
2352,22,81.54,74.63,81.1,5.8,1
2353,20,76.3,82.32,83.2,4.2,1
2354,25,70.63,79.22,83.83,7.0,1
2355,23,70.25,78.0,71.13,2.7,1
2356,20,76.93,88.93,93.61,7.3,1
2357,23,76.26,82.76,81.72,5.3,1
2358,24,66.92,89.55,81.34,4.3,1
2359,19,75.51,61.57,89.23,5.0,1
2360,18,75.34,68.72,78.61,4.8,1
2361,25,88.17,100.0,100.0,7.4,1
2362,19,57.25,65.31,72.02,2.8,1
2363,24,61.04,36.72,92.98,3.5,1
2364,21,89.92,78.86,76.4,7.1,1
2365,21,68.43,73.02,81.74,3.8,1
2366,24,96.15,48.99,78.46,6.8,1
2367,23,92.45,100.0,95.76,8.4,1
2368,22,83.67,64.04,74.57,4.2,1
2369,22,98.31,83.14,85.13,6.4,1
2370,23,70.0,65.39,70.2,2.7,1
2371,21,78.76,64.04,90.5,6.5,1
2372,21,89.92,63.35,75.55,5.4,1
2373,25,87.8,66.48,95.27,5.9,1
2374,21,74.23,84.13,69.43,3.7,1
2375,19,84.01,63.33,62.63,1.7,1
2376,21,80.88,71.74,89.61,6.0,1
2377,20,68.03,51.48,67.07,0.9,1
2378,25,78.41,87.55,78.74,4.4,1
2379,18,76.35,98.27,81.22,6.9,1
2380,21,81.98,90.42,70.3,5.4,1
2381,23,100.0,92.61,87.18,8.9,1
2382,18,90.75,84.78,94.32,7.1,1
2383,19,76.41,56.51,85.43,3.7,1
2384,23,78.68,72.35,82.05,5.1,1
2385,18,83.01,66.49,88.7,4.9,1
2386,23,77.9,43.49,65.12,1.8,1
2387,19,80.39,81.98,73.6,3.1,1
2388,25,73.38,63.35,80.97,3.9,1
2389,20,70.95,77.05,70.76,0.9,1
2390,19,85.1,85.88,78.23,5.1,1
2391,19,68.43,80.18,69.39,4.5,1
2392,23,71.78,72.45,56.75,1.7,1
2393,25,60.79,70.02,88.14,5.8,1
2394,24,89.03,100.0,84.75,6.4,1
2395,22,88.1,77.02,88.22,5.5,1
2396,21,85.68,76.82,75.3,4.4,1
2397,21,79.65,70.81,76.7,6.2,1
2398,20,87.29,68.03,82.85,6.4,1
2399,20,96.04,82.53,88.03,5.6,1
2400,21,89.34,72.81,74.95,3.4,1
2401,22,81.51,67.33,87.61,5.6,1
2402,21,88.59,64.94,76.75,7.4,1
2403,24,87.51,56.16,76.31,3.8,1
2404,22,77.59,100.0,87.84,9.2,1
2405,20,73.47,64.34,87.61,3.9,1
2406,18,93.66,71.23,81.86,5.1,1
2407,23,85.85,88.5,91.37,3.7,1
2408,24,84.89,62.73,70.02,5.4,1
2409,24,54.44,55.78,74.04,1.5,1
2410,25,76.2,62.47,79.24,3.9,1
2411,20,67.5,87.82,80.56,2.8,1
2412,20,84.21,99.82,74.09,5.3,1
2413,19,77.91,90.02,97.48,7.0,1
2414,24,73.64,88.3,82.7,6.3,1
2415,19,45.25,53.94,61.9,0.3,1
2416,19,100.0,100.0,88.07,9.1,1
2417,23,77.8,80.01,78.69,5.6,1
2418,19,76.77,80.44,99.07,3.4,1
2419,22,80.88,74.63,89.0,5.3,1
2420,21,70.53,72.98,81.2,5.4,1
2421,18,63.51,91.06,76.5,3.7,1
2422,20,71.15,82.68,88.41,5.4,1
2423,22,69.17,88.82,85.59,3.8,1
2424,18,81.27,75.66,55.11,4.2,1
2425,24,67.84,60.62,82.34,3.6,1
2426,24,88.76,59.3,74.42,2.1,1
2427,24,91.17,77.14,70.11,5.3,1
2428,22,91.68,71.08,89.44,6.2,1
2429,22,81.8,64.71,99.97,6.0,1
2430,20,99.94,94.22,87.65,6.6,1
2431,21,79.62,70.26,90.0,5.6,1
2432,25,76.39,73.36,92.23,3.9,1
2433,19,86.8,83.65,76.76,6.7,1
2434,24,78.92,59.84,59.74,2.3,1
2435,23,80.97,87.01,81.65,3.2,1
2436,21,69.55,55.89,74.22,3.1,1
2437,23,81.27,84.74,73.41,7.2,1
2438,20,92.1,83.65,83.17,6.9,1
2439,20,90.15,77.35,87.82,6.0,1
2440,20,82.37,65.74,83.01,7.1,1
2441,18,58.73,80.05,70.11,3.2,1
2442,23,80.03,86.02,79.61,5.7,1
2443,21,85.34,65.99,79.24,4.7,1
2444,25,100.0,88.59,67.96,6.7,1
2445,21,67.42,78.9,78.46,4.8,1
2446,22,73.33,57.23,67.65,4.2,1
2447,22,79.41,68.05,87.47,6.1,1
2448,24,98.96,94.06,71.11,6.8,1
2449,25,75.75,74.81,85.5,3.7,1
2450,22,70.63,67.93,76.53,4.9,1
2451,20,79.29,58.4,71.46,2.9,1
2452,21,60.95,53.82,72.36,0.0,1
2453,23,68.96,70.87,73.87,5.4,1
2454,20,74.67,68.45,84.63,6.2,1
2455,18,98.84,55.6,75.14,5.5,1
2456,22,72.14,76.98,67.75,1.1,1
2457,20,78.98,84.55,81.84,4.3,1
2458,20,64.3,46.52,62.09,0.6,1
2459,18,91.02,84.74,75.29,7.7,1
2460,19,76.2,57.57,77.59,2.8,1
2461,21,90.42,79.36,84.78,7.5,1
2462,23,86.85,76.56,85.15,6.9,1
2463,24,83.29,64.47,79.02,3.2,1
2464,19,73.33,92.14,75.86,2.7,1
2465,22,72.32,71.82,86.26,5.7,1
2466,20,68.78,60.2,77.38,3.3,1
